content_training_7_0,Click the slide botton to stop the opponent dribbling forward.,Cliquez sur le bouton de glissement pour arrêter l'adversaire de dribbler vers l'avant.,Clicca su scivolata per fermare l'avversario in dribbling.,"Klicken Sie auf die Schaltfläche, um den Gegner am Dribbeln nach vorne zu hindern.",Haz clic en entrada para detener al oponente que regatea.,スライドボタンをクリックして、相手のドリブルを止めてください。,Clique no botão deslizante para parar o oponente de driblar para frente.,"Нажмите кнопку слайд, чтобы остановить соперника от дриблинга вперед.",点击铲球按钮以阻止对手的带球。,點擊鏟球按鈕以阻止對手的帶球。,點擊鏟球按鈕以阻止對手的帶球。,슬라이드 버튼을 클릭하여 상대의 드리블을 멈추세요.,انقر على زر التمرير لإيقاف الخصم عن المراوغة إلى الأمام.,Klik op de schuifknop om de tegenstander te stoppen met dribbelen.,Rakiplerin ileri driblingini durdurmak için kaydırma butonuna tıklayın.,Klik tombol geser untuk menghentikan lawan dari menggiring bola ke depan.,คลิกปุ่มเลื่อนเพื่อหยุดไม่ให้คู่แข่งดริบเบิลไปข้างหน้า,Nhấn nút trượt để dừng đối thủ khỏi việc rê bóng về phía trước.,,,"Kliknij przycisk przesuwania, aby zatrzymać przeciwnika przed dryblingiem do przodu.",,
content_training_8_0,Complete a shoot and score without being tackled.,Réalisez un tir et marquez sans être taclé.,Segna un gol senza subire un contrasto.,Schließe einen Schuss ab und erziele ein Tor ohne Zweikampf,Marca un gol sin que te hagan una entrada.,タックルされずにシュートして得点を挙げます,Complete um chute e marque sem ser derrubado,"Выполните удар и забейте, не подвергаясь таклам",在不被铲断的情况下完成射门并进球,在不被鉤斷的情況下完成射門並進球,在不被鉤斷的情況下完成射門並進球,태클을 당하지 않고 슛을 완료하고 점수를 올립니다,أكمل الرمي وسجل دون أن تتعرض للتدخل,Maak een schot en scoor zonder getackeld te worden,Tackle edilmeden şut çekip gol at,Selesaikan tembakan dan mencetak gol tanpa direbut,ทำการยิงและทำประตูโดยไม่ถูกแท็กเคิล,Thực hiện cú sút và ghi bàn mà không bị phạm lỗi,,,Strzelaj i zdobądź bramkę zanim przeciwnik cię powstrzyma,,
content_training_9_0,Complete a tackle before the opponent shoots.,Effectuez un tacle avant que l'adversaire ne tire.,Esegui un contrasto prima che l'avversario tiri.,"Führen Sie einen Tackling durch, bevor der Gegner schießt.",Haz una entrada antes de que el oponente dispare.,相手がシュートを打つ前にタックルを完了してください。,Complete um desarme antes que o oponente chute.,"Завершите подкат до того, как соперник сделает удар.",在对手完成射门前完成防守,在對手完成射門前完成防守,在對手完成射門前完成防守,상대가 슈팅하기 전에 태클을 완료하세요.,أكمل التحدي قبل أن يسدد الخصم.,Maak een tackle voordat de tegenstander schiet.,Rakip şut atmadan önce bir müdahale yapın.,Selesaikan tekel sebelum lawan menembak.,ทำการเข้าสกัดให้เสร็จก่อนที่คู่แข่งจะยิง,Hoàn thành một pha tắc bóng trước khi đối thủ sút.,,,"Zakończ tackling, zanim przeciwnik odda strzał.",,
training_finish,Training completed！,Entraînement terminé !,Allenamento completato!,Training abgeschlossen!,¡Entrenamiento completado!,トレーニング完了！,Treinamento concluído!,Обучение завершено!,训练完成！,訓練完成！,訓練完成！,훈련 완료!,اكتمل التدريب!,Training voltooid!,Eğitim tamamlandı!,Pelatihan selesai!,การฝึกสำเร็จ!,Huấn luyện đã hoàn thành!,,,Trening zakończony!,,
training_fail_1,TIME OUT,HORS TEMPS,TEMPO SCADUTO,ZEITÜBERSCHREITUNG,TIEMPO AGOTADO,タイムオーバー,FORA DO TEMPO,ВРЕМЯ ВЫШЛО,超时,超時,超時,시간 초과,انتهت الفترة الزمنية,TIJDSLIMIET BEREIKT,SÜRE DOLDU,TIME OUT,เวลาหมด,HẾT GIỜ,,,PRZEKROCZENIE CZASU,,
training_fail_2,OUT,HORS JEU,FUORI CAMPO,AUS,FUERA,アウト,FOR A,ВЫХОД,出界,出界,出界,아웃,خارج,UIT,DIŞARIDA,KELUAR,นอก,NGOÀI,,,AUT,,
training_fail_3,MISS,MANQUÉ,MANCATO,VERFEHLT,FALLADO,ミス,PERDIDO,ПРОМАХ,失误,失誤,失誤,미스,ضياع,MIS,KAÇIŞ,SALAH,ไม่สำเร็จ,LỖI,,,STRATA,,
dribble_training_step,Dribble:#/#,Dribbler:#/#,Dribbling:#/#,Dribbeln:#/#,Regate:#/#,ドリブル：#/#,Driblar:#/#,Дриблирование:#/#,带球：#/#,帶球：#/#,帶球：#/#,드리블:#/#,الكرة:#/#,Dribbelen:#/#,Dribbling:#/#,Dribel:#/#,ดริบเบิล:#/#,Dribble:#/#,,,Drybling:#/#,,
training_step_2_0,Pass:#/#,Passer:#/#,Passaggi:#/#,Pass:#/#,Pases:#/#,パス：#/#,Passar:#/#,Пас:#/#,传球：#/#,傳球：#/#,傳球：#/#,패스하다:#/#,تمرير: #/#,Passen:#/#,Pas:#/#,Pass:#/#,ผ่าน:#/#,Chuyền bóng:#/#,,,Podanie:#/#,,
training_step_2_1,Long pass:#/#,Longue passe : #/#,Lanci lunghi: #/#,Langer Pass: #/#,Pases largos: #/#,ロングパス：#/#,Passe longo: #/#,Длинная передача: #/#,长传：#/#,長傳：#/#,長傳：#/#,롱 패스: #/#,تمرير طويلة: #/#,Lange pass: #/#,Uzun Pas: #/#,Umpan Panjang: #/#,ลองแพส: #/#,Chuyền dài: #/#,,,Długie podanie: #/#,,
training_step_2_2,Goal:#/#,But : #/#,Gol: #/#,Tor: #/#,Gol: #/#,ゴール：#/#,Gol: #/#,Гол: #/#,进球：#/#,進球：#/#,進球：#/#,골: #/#,هدف: #/#,Doelpunt: #/#,Gol: #/#,Gol: #/#,ประตู: #/#,Bàn thắng: #/#,,,Bramka: #/#,,
training_step_3_0,Through:#/#,Passer en profondeur:#/#,Passaggi filtranti:#/#,Steilpass:#/#,Pases profundos:#/#,スルー：#/#,Passe fundo:#/#,Пас вразрез:#/#,直塞：#/#,直塞：#/#,直塞：#/#,스루:#/#,تمرير بعمق:#/#,Steekpass:#/#,Ara:#/#,Lewati:#/#,ผ่านบอล:#/#,Xuyên qua:#/#,,,Podanie Bezpośrednie :#/#,,
training_step_3_1,Goal:#/#,But : #/#,Gol: #/#,Tor: #/#,Gol: #/#,ゴール：#/#,Gol: #/#,Гол: #/#,进球：#/#,進球：#/#,進球：#/#,골: #/#,هدف: #/#,Doelpunt: #/#,Gol: #/#,Gol: #/#,ประตู: #/#,Bàn thắng: #/#,,,Bramka: #/#,,
training_step_4_0,Shot:#/#,Tirer:#/#,Tiri:#/#,Schießen:#/#,Tiros:#/#,シュート：#/#,Chutar:#/#,Удар:#/#,射门：#/#,射門：#/#,射門：#/#,슛:#/#,يطلق النار:#/#,Schieten:#/#,Şut çekmek:#/#,Menembak:#/#,ยิง:#/#,Sút bóng:#/#,,,Strzał:#/#,,
training_step_5_0,Press:#/#,Presser:#/#,Pressing:#/#,Pressing:#/#,Presión:#/#,プレス：#/#,Pressionar:#/#,Прессинг:#/#,跟防：#/#,跟防：#/#,跟防：#/#,프레스:#/#,مضايقة:#/#,Druk zetten:#/#,Basın:#/#,Tekan:#/#,กด:#/#,ép:#/#,,,Presja:#/#,,
training_step_6_0,Switch:#/#,Changer de joueur:#/#,Cambi:#/#,Wechseln:#/#,Cambios:#/#,スイッチ：#/#,Substituir:#/#,Смена игрока:#/#,换防：#/#,換防：#/#,換防：#/#,스위치:#/#,تبديل الاعبين:#/#,Van speler schakelen:#/#,Değiş:#/#,Beralih:#/#,ปุ่ม:#/#,Đổi:#/#,,,Zmiana:#/#,,
training_step_7_0,Sliding:#/#,Tacler:#/#,Scivolate:#/#,Grätschen:#/#,Entradas:#/#,タックル：#/#,Atacar:#/#,Перехват:#/#,铲球：#/#,攔截：#/#,攔截：#/#,태클:#/#,تدخّل:#/#,Tackelen:#/#,Müdahele:#/#,Tekel:#/#,แย่งบอล:#/#,Tranh bóng:#/#,,,Odbiór:#/#,,
training_step_8_0,Goal:#/#,But : #/#,Goal: #/#,Tor: #/#,Gol: #/#,ゴール：#/#,Gol: #/#,Гол: #/#,进球：#/#,進球：#/#,進球：#/#,골: #/#,هدف: #/#,Doelpunt: #/#,Gol: #/#,Gol: #/#,ประตู: #/#,Bàn thắng: #/#,,,Bramka: #/#,,
training_step_9_0,Prevent attack:#/#,Prévenir l'attaque : #/#,Attacchi fermati: #/#,Angriff verhindern: #/#,Ataques prevenidos: #/#,攻撃を阻止：#/#,Prevenir a ofensiva: #/#,Предотвратить наступление: #/#,阻止进攻：#/#,阻止進攻：#/#,阻止進攻：#/#,공격 방지: #/#,منع الهجوم: #/#,Voorkom aanval: #/#,Saldırıyı Engelle: #/#,Cegah Serangan: #/#,ป้องกันการโจมตี: #/#,Ngăn chặn tấn công: #/#,,,Zapobiegaj Ofensywie: #/#,,
training_window_title,Welcome to Football League 2026,Bienvenue à Football League 2026,Benvenuto in Football League 2026,Willkommen bei Fußball Liga 2026,Bienvenido a Football League 2026,フットボールリーグ2026へようこそ,Bem-vindo à Football League 2026,Добро пожаловать в Football League 2026,欢迎来到Football League 2026,歡迎來到Football League 2026,歡迎來到Football League 2026,Football League 2026에 오신 것을 환영합니다,مرحبًا بك في Football League 2026,Welkom bij de Football League 2026,Football League 2026'e Hoş Geldiniz,Selamat datang di Football League 2026,ยินดีต้อนรับสู่ Football League 2026,Chào mừng bạn đến với Football League 2026,,,Witamy w Football League 2026,,
training_window_content,Are you ready to embark on your football legend journey? Choose a match and start playing! Every goal is a new beginning.,Êtes-vous prêt à commencer votre légende du football ? Choisissez un match et commencez à jouer ! Chaque but est un nouveau départ.,Sei pronto per iniziare il tuo viaggio da leggenda del calcio? Inizia a giocare! Ogni gol è un nuovo inizio.,"Bist du bereit, deine Fußball-Legende zu beginnen? Wähle ein Spiel aus und fang an zu spielen! Jedes Tor ist ein neuer Anfang.",¿Estás listo para comenzar tu viaje como leyenda del fútbol? ¡Elige un partido y empieza a jugar! Cada gol es un nuevo comienzo.,あなたのサッカー伝説の旅を始める準備はできていますか？ 試合を選んで、プレイを始めましょう！ どのゴールも新たな始まりです。,Está pronto para embarcar na sua jornada lendária no futebol? Escolha uma partida e comece a jogar! Cada gol é um novo começo.,Готовы ли вы отправиться в свое футбольное легендарное путешествие? Выберите матч и начинайте играть! Каждый гол — это новое начало.,准备好开启你的足球传奇之旅了吗？选择一场比赛，开始踢球吧！每个进球都是新的开始。,準備好開啟你的足球傳奇之旅了嗎？選擇一場比賽，開始踢球吧！每個進球都是新的開始。,準備好開啟你的足球傳奇之旅了嗎？選擇一場比賽，開始踢球吧！每個進球都是新的開始。,축구 전설로의 여정을 시작할 준비가 되셨나요? 경기를 선택하고 플레이를 시작하세요! 모든 골은 새로운 시작입니다.,هل أنت مستعد لبدء رحلتك الأسطورية في كرة القدم؟ اختر مباراة وابدأ اللعب! كل هدف هو بداية جديدة.,Ben je klaar om aan je voetballegende te beginnen? Kies een wedstrijd en begin met spelen! Elk doel is een nieuw begin.,"KILAVUZDA, Football League 2026'ün işlemlerini hızlıca anlamanıza ve öğrenmenize yardımcı olmak için bazı basit futbol antrenmanları hazırladık. Eğitim yapabilir veya doğrudan resmi maça başlayabilirsiniz.","Di TUTORIAL, kami telah menyiapkan beberapa latihan sepak bola sederhana untuk membantumu memahami dan menguasai operasi Football League 2026 dengan cepat. Kamu dapat masuk ke tutorial untuk berlatih atau langsung memulai pertandingan.",คุณพร้อมที่จะเริ่มต้นเส้นทางตำนานฟุตบอลของคุณแล้วหรือยัง? เลือกการแข่งขันและเริ่มเล่นได้เลย! ทุกประตูคือการเริ่มต้นใหม่,Bạn đã sẵn sàng bắt đầu hành trình huyền thoại bóng đá của mình chưa? Chọn một trận đấu và bắt đầu chơi đi! Mỗi bàn thắng là một khởi đầu mới.,,,"Czy jesteś gotów, by rozpocząć swoją piłkarską legendę? Wybierz mecz i zacznij grać! Każdy gol to nowy początek.",,
skip,SKIP,SAUTER,SALTA,ÜBERSPRINGEN,OMITIR,スキップ,PULAR,ПРОПУСТИТЬ,跳过,跳過,跳過,건너뛰기,تخطى,OVERSLAAN,ATLA,LAMPU,ข้าม,BỎ QUA,,,POMIŃ,,
start,START,DÉBUT,INIZIA,STARTEN,COMENZAR,スタート,INICIAR,СТАРТ,开始,開始,開始,시작,بدء,START,BAŞLAT,MULAI,เริ่ม,BẮT ĐẦU,,,START,,
training_finish_content,You have completed all basic training.,Vous avez terminé tout l'entraînement de base.,Hai completato tutto l'allenamento di base.,Du hast das gesamte Grundtraining abgeschlossen.,Has completado todo el entrenamiento básico.,すべての基本トレーニングが完了しました。,Você concluiu todo o treinamento básico.,Вы завершили все базовые тренировки.,您已完成所有基础训练。,您已完成所有基礎訓練。,您已完成所有基礎訓練。,모든 기본 훈련을 마쳤습니다.,لقد أكملت كل التدريب الأساسي.,Je hebt alle basis training voltooid.,Temel eğitimi tamamladınız.,Anda telah menyelesaikan semua pelatihan dasar.,คุณได้ทำการฝึกอบรมพื้นฐานทั้งหมดแล้ว,Bạn đã hoàn thành tất cả bài tập cơ bản.,,,Ukończyłeś wszystkie podstawowe szkolenia.,,
african_cup_event_tip1,African National Cup Challenge,Défi de la Coupe Nationale d'Afrique,Sfida della Coppa Nazionale Africana,Afrikanischer Nationalpokal-Herausforderung,Desafío de la Copa Nacional Africana,アフリカナショナルカップチャレンジ,Desafio da Copa Nacional Africana,Африканский национальный кубок Челлендж,非洲国家杯挑战,非洲國家杯挑戰,非洲國家杯挑戰,아프리칸 내셔널 컵 챌린지,تحدي كأس الأمم الأفريقية,Afrikaanse Nationale Bekeruitdaging,Afrika Ulusal Kupası Mücadelesi,Tantangan Piala Nasional Afrika,ท้าทายถ้วยแชมป์แห่งชาติแอฟริกา,Thách thức Cúp Quốc gia Châu Phi,,,Wyzwanie Pucharu Narodowego Afryki,,
african_cup_event_tip2,"From today until #date# at 00:00 (UTC), you can complete tasks, become champions, and receive rewards by challenging the African National Cup 2023. You can claim all the accumulated coins by clicking the rewards button on the main interface of career mode. Build your own legend in the feast of African football!","À partir d'aujourd'hui jusqu'au #date# à 00h00 (UTC), vous pouvez accomplir des tâches, devenir des champions et recevoir des récompenses en défiant la Coupe Nationale d'Afrique 2023. Vous pouvez réclamer toutes les pièces accumulées en cliquant sur le bouton récompenses sur l'interface principale du mode carrière. Bâtissez votre propre légende lors de la fête du football africain !","Da oggi fino al #date# alle 00:00 (UTC), affronta il Campionato Nazionale Africano 2023. Completa gli obiettivi e diventa campione per ottenere ricompense. Ritira tutte le monete accumulate cliccando sul pulsante ""Ricompense"" nella schermata principale della modalità carriera. Diventa una leggenda!","Von heute bis #date# um 00:00 Uhr (UTC) kannst du Aufgaben erfüllen, Meister werden und Belohnungen erhalten, indem du den Afrikanischen Nationalpokal 2023 herausforderst. Du kannst alle gesammelten Münzen abrufen, indem du auf die Belohnung-Taste in der Hauptoberfläche des Karrieremodus klickst. Erschaffe deine eigene Legende auf dem Fest des afrikanischen Fußballs!","Desde hoy hasta el #date# a las 00:00 (UTC), enfrenta el Nacional Africano 2023, completa los objetivos y conviértete en campeón para obtener recompensas. Reclama todas las monedas acumuladas haciendo clic en el botón de recompensas en la interfaz principal del modo carrera. ¡Construye tu leyenda!",今日から #date#の00:00（UTC）まで、アフリカナショナルカップ2023に挑戦してタスクを完了し、チャンピオンになり、報酬を受け取ることができます。キャリアモードのメインインターフェースで報酬ボタンをクリックすることで、蓄積されたすべてのコインを請求できます。アフリカのサッカーの祭りで自分だけの伝説を築いてください！,"A partir de hoje até #date# às 00:00 (UTC), você pode completar tarefas, se tornar campeão e receber recompensas desafiando a Copa Nacional Africana 2023. Você pode reivindicar todas as moedas acumuladas clicando no botão de recompensas na interface principal do modo de carreira. Construa sua própria lenda na festa do futebol africano!","С сегодняшнего дня до #date# в 00:00 (UTC) вы можете выполнять задачи, становиться чемпионами и получать награды, бросив вызов Африканский национальный кубок 2023 года. Вы можете забрать все накопленные монеты, нажав кнопку наград на главном экране карьерного режима. Постройте свою собственную легенду на празднике африканского футбола!",即日起至#date# 00:00（UTC），您可以通过挑战2023非洲国家杯来完成任务，成为冠军，获得奖励。您可以通过点击生涯模式主界面的奖励按钮来领取所有积累的金币。在非洲足球的盛宴中建立属于你自己的传奇吧！,即日起至#date# 00:00（UTC），您可以通過挑戰2023非洲國家杯來完成任務，成為冠軍，獲得獎勵。您可以通過點擊生涯模式主介面的獎勵按鈕來領取所有積累的金幣。在非洲足球的盛宴中建立屬於你自己的傳奇吧！,即日起至#date# 00:00（UTC），您可以通過挑戰2023非洲國家杯來完成任務，成為冠軍，獲得獎勵。您可以通過點擊生涯模式主介面的獎勵按鈕來領取所有積累的金幣。在非洲足球的盛宴中建立屬於你自己的傳奇吧！,오늘부터 #date# 00:00 (UTC)까지 아프리칸 내셔널 컵 2023에 도전하여 작업을 완료하고 챔피언이 되어 보상을 받을 수 있습니다. 경력 모드의 주요 화면에서 보상 버튼을 클릭하여 모든 누적된 코인을 청구할 수 있습니다. 아프리카 축구 축제에서 나만의 전설을 만들어 보세요!,"من اليوم حتى #date# الساعة 00:00 (توقيت عالمي), يمكنك إكمال المهام وتحقيق البطولة والحصول على المكافآت عن طريق تحدي كأس الأمم الأفريقية 2023. يمكنك استلام جميع النقود المتراكمة بالنقر على زر المكافآت على الواجهة الرئيسية لوضع الحياة المهنية. قم ببناء أسطورتك الخاصة في عيد كرة القدم الأفريقية!","Vanaf vandaag tot #date# om 00:00 (UTC) kun je de uitdaging aangaan met de Afrikaanse Nationale Beker 2023, taken voltooien, kampioen worden en beloningen ontvangen. Je kunt alle opgebouwde munten opeisen door op de beloningsknop te klikken op het hoofdscherm van de carrièremodus. Bouw je eigen legende tijdens het Afrikaanse voetbalfestival!","Bugünden itibaren #date# saat 00:00 (UTC) itibariyle Afrika Ulusal Kupası 2023'e meydan okuyarak görevleri tamamlayabilir, şampiyon olabilir ve ödüller kazanabilirsiniz. Kariyer modunun ana arayüzünde ödül düğmesine tıklayarak biriken tüm paraları talep edebilirsiniz. Afrika futbol festivalinde kendi efsaneni oluştur!","Mulai hari ini hingga #date# pukul 00:00 (UTC), Anda dapat menyelesaikan tugas, menjadi juara, dan mendapatkan hadiah dengan menantang Piala Nasional Afrika 2023. Anda dapat mengklaim semua koin yang terkumpul dengan mengeklik tombol hadiah di antarmuka utama mode karier. Bangun legenda Anda sendiri dalam festival sepak bola Afrika!","ตั้งแต่วันนี้จนถึง #date# เวลา 00:00 (UTC), คุณสามารถทำภารกิจเสร็จสิ้น, เป็นแชมป์ และรับรางวัลโดยท้าทายทีมชาติแอฟริกา 2023 คุณสามารถเรียกร้องเหรียญที่สะสมทั้งหมดได้โดยคลิกที่ปุ่มรางวัลบนหน้าจอหลักของโหมดอาชีพ สร้างตำนานของคุณในงานเทศกาลฟุตบอลแอฟริกา!","Từ hôm nay đến #date# lúc 00:00 (UTC), bạn có thể hoàn thành nhiệm vụ, trở thành nhà vô địch và nhận phần thưởng bằng cách thách thức Cúp Quốc gia Châu Phi 2023. Bạn có thể đòi lại tất cả số xu tích luỹ bằng cách nhấn nút thưởng trên giao diện chính của chế độ sự nghiệp. Hãy xây dựng huyền thoại của riêng bạn trong lễ hội bóng đá châu Phi!",,,"Od dziś do #date# o 00:00 (UTC) możesz wykonywać zadania, zostać mistrzami i otrzymywać nagrody, rzucając wyzwanie Afrykańskiemu Pucharowi Narodowemu 2023. Możesz odebrać wszystkie zgromadzone monety, klikając przycisk nagród w głównym interfejsie tryb kariery. Zbuduj własną legendę na święcie afrykańskiego futbolu!",,
african_cup_event_tip3,Complete daily challenge in 2023 African National Cup for rewards.,Terminez le défi quotidien dans la Coupe Nationale Africaine 2023 pour des récompenses.,Completa le sfide giornaliere della Coppa Nazionale Africana 2023 per ricevere ricompense.,"Schließe die tägliche Herausforderung im Afrikanischer Nationalpokal 2023 ab, um Belohnungen zu erhalten.",Completa los desafíos diarios en la Copa Nacional Africana 2023 para obtener recompensas.,2023年アフリカナショナルカップのデイリーチャレンジを完了して報酬を獲得してください。,Complete o desafio diário na Taça Nacional Africana 2023 para recompensas.,"Завершите ежедневное испытание на Кубке национальных африканских стран 2023 года, чтобы получить награды.",在2023年非洲国家杯完成每日挑战即可获得奖励。,在2023年非洲國家杯完成每日挑戰即可獲得獎勵。,在2023年非洲國家杯完成每日挑戰即可獲得獎勵。,2023 아프리카 국가 컵에서 일일 도전 과제를 완료하여 보상을 받으세요.,أكمل التحدي اليومي في كأس أفريقيا الوطنية 2023 لتحصل على المكافآت.,Voltooi de dagelijkse uitdaging in de Afrikaanse Nationale Beker 2023 voor beloningen.,Ödüller için 2023 Afrika Ulusal Kupası'ndaki günlük zorluğu tamamlayın.,Selesaikan tantangan harian di Piala Nasional Afrika 2023 untuk mendapatkan hadiah.,ทำภารกิจทุกวันในการแข่งขันแห่งชาติแอฟริกา 2023 เพื่อรับรางวัล,Hoàn thành thách thức hàng ngày trong Cúp Quốc gia Châu Phi 2023 để nhận phần thưởng.,,,"Ukończ codzienne wyzwanie w Pucharze Narodowym Afryki 2023, aby otrzymać nagrody.",,
african_cup_event_title,2023 AFRICAN NATIONAL CUP CHALLENGE,DÉFI DE LA COUPE NATIONALE D'AFRIQUE 2023,SFIDA COPPA NAZIONALE AFRICANA 2023,AFRIKANISCHER NATIONALPOKAL-HERAUSFORDERUNG 2023,DESAFÍO DE LA COPA NACIONAL AFRICANA 2023,2023 アフリカナショナルカップチャレンジ,DESAFIO DA COPA NACIONAL AFRICANA 2023,АФРИКАНСКИЙ НАЦИОНАЛЬНЫЙ КУБОК ЧЕЛЛЕНДЖ 2023,2023非洲国家杯挑战,2023非洲國家杯挑戰,2023非洲國家杯挑戰,2023 아프리칸 내셔널 컵 챌린지,تحدي كأس الأمم الأفريقية 2023,AFRIKAANSE NATIONALE BEKERUITDAGING 2023,AFRIKA ULUSAL KUPASı MÜCADELESI 2023,TANTANGAN PIALA NASIONAL AFRIKA 2023,ท้าทายถ้วยแชมป์แห่งชาติแอฟริกา 2023,THÁCH THỨC CÚP QUỐC GIA CHÂU PHI 2023,,,WYZWANIE PUCHARU NARODOWEGO AFRYKI 2023,,
2023_Africa,2023 Africa,Afrique 2023,Africa 2023,Afrika 2023,África 2023,2023 アフリカ,África 2023,Африка 2023,2023 非洲,2023 非洲,2023 非洲,2023 아프리카,أفريقيا 2023,Afrika 2023,Afrika 2023,Afrika 2023,แอฟริกา 2023,Châu phi 2023,,,Afryka 2023,,
training_content_1,Learn how to dribble and sprint with the ball at high speed.,Apprenez à dribbler et à sprinter avec le ballon à haute vitesse.,Impara a dribblare e correre con il pallone ad alta velocità.,"Lerne, mit dem Ball zu dribbeln und mit hoher Geschwindigkeit zu sprinten.",Aprende a driblar y correr con el balón a alta velocidad.,ボールを高速でドリブルしスプリントする方法を学びます。,Aprenda a driblar e correr com a bola em alta velocidade.,"Изучите, как дриблить и спринтовать с мячом на высокой скорости.",学会如何带球和冲刺。,學會如何帶球和衝刺。,學會如何帶球和衝刺。,고속으로 공을 드리블하고 스프린트하는 법을 배우세요.,تعلم كيفية المراوغة والركض بالكرة بسرعة عالية.,Leer hoe je met hoge snelheid kunt dribbelen en sprinten met de bal.,Topla yüksek hızda dripl yapmayı ve süratle koşmayı öğrenin.,Pelajari cara dribel dan berlari dengan cepat menggunakan bola.,เรียนรู้วิธีดริบเบิลและรีบวิ่งด้วยลูกบอลที่ความเร็วสูง,Học cách đi bóng và chạy nhanh với bóng ở tốc độ cao.,,,Naucz się jak dryblować i sprintować z piłką z dużą prędkością.,,
training_content_2,Learn how to use short pass and long pass.,Apprenez à utiliser la passe courte et la passe longue.,Impara a utilizzare il passaggio corto e il passaggio lungo.,"Lerne, den kurzen Pass und den langen Pass zu verwenden.",Aprende a usar el pase corto y el pase largo.,ショートパスとロングパスの使い方を学びます。,Aprenda a usar o passe curto e o passe longo.,"Изучите, как использовать короткий и длинный пас.",学会如何使用短传和长传。,學會如何使用短傳和長傳。,學會如何使用短傳和長傳。,쇼트 패스와 롱 패스 사용법을 배우세요.,تعلم كيفية استخدام التمريرة القصيرة والتمريرة الطويلة.,Leer hoe je de korte pass en de lange pass gebruikt.,Kısa pas ve uzun pası nasıl kullanacağınızı öğrenin.,Pelajari cara menggunakan umpan pendek dan umpan panjang.,เรียนรู้วิธีใช้ส่งบอลสั้นและส่งบอลไกล,Học cách sử dụng đường chuyền ngắn và đường chuyền dài.,,,Naucz się korzystać z krótkiego i długiego podania.,,
training_content_3,Learn how to use through pass.,Apprenez à utiliser la passe en profondeur.,Impara a utilizzare il passaggio in profondità.,"Lerne, den Steilpass zu verwenden.",Aprende a usar el pase en profundidad.,スルーパスの使い方を学びます。,Aprenda a usar o passe em profundidade.,"Изучите, как использовать глубокий пас.",学会如何使用直塞传球。,學會如何使用直塞傳球。,學會如何使用直塞傳球。,스루 패스 사용법을 배우세요.,تعلم كيفية استخدام تمريرة العمق.,Leer hoe je de dieptepass gebruikt.,Derin pası nasıl kullanacağınızı öğrenin.,Pelajari cara menggunakan umpan melewati.,เรียนรู้วิธีใช้ทางผ่าน,Học cách sử dụng đường chuyền qua.,,,Naucz się korzystać z bezpośredniego podania,,
training_content_4,Learn how to shoot and score.,Apprenez à tirer et marquer.,Impara a tirare e segnare.,Lerne zu schießen und zu punkten.,Aprende a disparar y marcar.,シュートして得点する方法を学びます。,Aprenda a chutar e marcar.,"Изучите, как стрелять и забивать голы.",学会如何射门并进球。,學會如何射門並進球。,學會如何射門並進球。,슛과 골을 넣는 방법을 배우세요.,تعلم كيفية التسديد والتسجيل.,Leer hoe je moet schieten en scoren.,Nasıl şut çekeceğinizi ve gol atacağınızı öğrenin.,Pelajari cara menembak dan mencetak gol.,เรียนรู้วิธีการยิงและทำประตู,Học cách sút và ghi bàn.,,,Naucz się strzelać i zdobywać gole.,,
training_content_5,Learn how to press while defending.,Apprenez à presser tout en défendant.,Impara a pressare mentre difendi.,"Lernen Sie, beim Verteidigen Druck auszuüben.",Aprende a presionar mientras defiendes.,守っているときにプレッシャーをかける方法を学ぶ。,Aprenda a pressionar enquanto defende.,"Научитесь давить, защищаясь.",学会如何在防守时使用跟防。,學會如何在防守時使用跟防。,學會如何在防守時使用跟防。,수비할 때 압박하는 방법을 배우세요.,تعلم كيفية الضغط أثناء الدفاع.,Leer hoe je druk kunt uitoefenen tijdens het verdedigen.,Savunma yaparken baskı yapmayı öğrenin.,Pelajari cara menekan saat bertahan.,เรียนรู้วิธีการกดดันขณะป้องกัน,Học cách gây áp lực khi phòng ngự.,,,"Naucz się, jak wywierać presję podczas obrony.",,
training_content_6,Learn how to effectively switch players to defend.,Apprenez à changer efficacement les joueurs pour défendre.,Impara a cambiare efficacemente i giocatori per difendere.,"Lernen Sie, Spieler effektiv zum Verteidigen zu wechseln.",Aprende a cambiar jugadores de manera efectiva para defender.,効果的に選手を交代して守る方法を学ぶ。,Aprenda a trocar jogadores de forma eficaz para defender.,Научитесь эффективно менять игроков для защиты.,学会如何在防守时切换球员并有效防守。,學會如何在防守時切換球員並有效防守。,學會如何在防守時切換球員並有效防守。,수비를 위해 선수들을 효과적으로 교체하는 방법을 배우세요.,تعلم كيفية تبديل اللاعبين بفعالية للدفاع.,Leer hoe je spelers effectief kunt wisselen om te verdedigen.,Savunmak için oyuncuları etkili bir şekilde değiştirmeyi öğrenin.,Pelajari cara mengganti pemain secara efektif untuk bertahan.,เรียนรู้วิธีการสลับผู้เล่นอย่างมีประสิทธิภาพเพื่อป้องกัน,Học cách thay đổi cầu thủ hiệu quả để phòng ngự.,,,"Naucz się, jak skutecznie zmieniać zawodników, aby bronić.",,
